App,Category,Rating,Reviews,Size,Installs,Type,Last Updated
Five Nights at Freddy's 3,GAME,4.7,27856,50M,"100,000+",Paid,2-Apr-15
Au Mobile: Audition Chính Hiệu,GAME,3.9,85278,23M,"1,000,000+",Free,17-Jul-18
AU Mobile Indonesia,GAME,3.6,16521,23M,"1,000,000+",Free,9-May-18
Super Dancer,GAME,4.1,91667,27M,"1,000,000+",Free,24-Jul-18
Au-allstar for KR,GAME,3.6,2433,47M,"100,000+",Free,15-Jun-18
Super Dancer VN,GAME,4,24312,25M,"500,000+",Free,22-Jul-18
Love Dance,GAME,4,29462,44M,"1,000,000+",Free,14-Jun-18
Avatar Musik,GAME,3.8,159063,85M,"1,000,000+",Free,9-Feb-18
DEER HUNTER 2018,GAME,4.3,955614,82M,"10,000,000+",Free,26-Jun-18
Armored Warfare: Assault,GAME,4,7718,46M,"100,000+",Free,2-Aug-18
Auction Wars : Storage King,GAME,4.1,29062,63M,"1,000,000+",Free,15-Sep-17
iSniper 3D Arctic Warfare,GAME,3.8,35572,Varies with device,"1,000,000+",Free,4-Sep-13
Modern Action Commando 3D,GAME,4.2,492,63M,"100,000+",Free,6-Apr-17
Call of Duty®: Heroes,GAME,4.4,1604146,57M,"10,000,000+",Free,27-Jun-18
AXE.IO - Brutal Survival Battleground,GAME,4.2,3845,76M,"500,000+",Free,3-Aug-18
Axe Champ,GAME,3.8,141,19M,"10,000+",Free,26-May-18
Axe Champ Hit,GAME,,1,15M,100+,Free,25-May-18
Axe Champion,GAME,4.4,21,15M,"5,000+",Free,28-May-18
Vikings Stickman Axe Fighting,GAME,4.2,924,43M,"100,000+",Free,21-Oct-17
Axetatic - Axe Throwing Game,GAME,4.6,29,31M,"1,000+",Free,22-Oct-17
Axe Champs! Wars,GAME,5,8,25M,50+,Free,26-Jun-18
Axe Knight,GAME,4.5,52,33M,"5,000+",Free,26-Jun-18
The Vikings,GAME,4.4,15806,42M,"1,000,000+",Free,6-Jun-18
Knife&Axe Throwing,GAME,3.1,440,9.1M,"50,000+",Free,26-Nov-12
Stickman and Axe,GAME,4.4,69,2.8M,"50,000+",Free,25-Nov-17
Axe Throw: Flip Champ Axes Champion Throwing Games,GAME,,1,13M,50+,Free,31-May-18
Axe Man,GAME,3.7,53,14M,"1,000+",Free,23-Feb-15
Dead Zombie Evil Killer:Axe,GAME,3.9,71,52M,"10,000+",Free,1-Dec-16
Zlax.io Zombs Luv Ax,GAME,4.6,6344,32M,"500,000+",Free,4-Apr-18
Clash of Axe: Flippy Lumberjack Action X,GAME,4.3,6,61M,"1,000+",Free,14-Sep-17
Flippy Axe : Flip The Knife & Axe Simulator,GAME,5,7,15M,100+,Free,27-Sep-17
Cyborg AX-001,GAME,,0,Varies with device,50+,Free,25-Jun-18
Woodman Deluxe,GAME,4,82,4.4M,"5,000+",Free,6-Jul-15
¡Ay Metro!,GAME,3.8,489,36M,"10,000+",Free,17-Mar-15
YAKALA AY,GAME,,0,14M,1+,Paid,7-Jul-18
Ay Vamos - PJ. Balvin - Piano,GAME,,0,29M,5+,Free,9-Jul-18
San Andreas Crime Stories,GAME,4,162530,97M,"10,000,000+",Free,2-Jul-18
Miami crime simulator,GAME,4,254518,100M,"10,000,000+",Free,9-Jul-18
Strange Hero: Future Battle,GAME,4.2,88901,73M,"10,000,000+",Free,24-May-18
Mad Day - Truck Distance Game,GAME,4.3,29270,44M,"5,000,000+",Free,25-Jul-18
AZ Rockets,GAME,4.2,162,37M,"10,000+",Free,25-May-18
Ra Ga Ba,GAME,5,2,20M,1+,Paid,8-Feb-17
Ba Cristi,GAME,3.5,196,35M,"10,000+",Free,22-Mar-16
Banana Kong,GAME,4.4,3452530,68M,"100,000,000+",Free,7-Feb-18
Space Shooter : Galaxy Attack,GAME,4.6,169661,40M,"10,000,000+",Free,1-Aug-18
BC Slots - The Lost Reels FREE,GAME,4,209,22M,"10,000+",Free,13-Jul-18
Millionaire : Who want to be?,GAME,4.4,4396,40M,"100,000+",Free,12-Apr-17
Bowmasters,GAME,4.7,1535581,Varies with device,"50,000,000+",Free,23-Jul-18
Beauty Idol: Fashion Queen,GAME,4.3,128367,54M,"1,000,000+",Free,27-Oct-17
Hard Time (Prison Sim),GAME,4.3,275843,41M,"10,000,000+",Free,19-Jul-18
Battlefield™ Companion,GAME,4,263907,62M,"10,000,000+",Free,1-Nov-16
Wolf of the BF:Commando MOBILE,GAME,3.4,32,27M,"1,000+",Paid,23-Mar-17
BF at Sea Refueled,GAME,4.4,1849,37M,"10,000+",Free,20-Oct-15
Bullet Force,GAME,4.5,634159,58M,"10,000,000+",Free,21-Jun-18
BF Combat: Genesis,GAME,4,3322,82M,"100,000+",Free,2-Mar-17
Combat BF: Black Ops 3,GAME,4.2,7699,83M,"500,000+",Free,2-Mar-17
BF Frontline City,GAME,4.1,29798,80M,"1,000,000+",Free,6-Mar-17
Faketalk - Chatbot,GAME,4.2,63056,8.1M,"1,000,000+",Free,3-Jul-18
Block Gun 3D: Call of Destiny,GAME,3.7,31883,20M,"1,000,000+",Free,23-Mar-17
BLOOD & GLORY: IMMORTALS,GAME,4.3,101762,11M,"1,000,000+",Free,11-Jun-15
Shadow Fight 2 Special Edition,GAME,4.5,10440,86M,"50,000+",Paid,30-May-18
Block Gun 3D: Ghost Ops,GAME,3.9,142693,21M,"5,000,000+",Free,7-Jun-18
Backgammon NJ for Android,GAME,4.4,1644,15M,"10,000+",Paid,5-Apr-17
Rento - Dice Board Game Online,GAME,4.3,205830,63M,"10,000,000+",Free,20-Jun-18
Survival Run with Bear Grylls,GAME,4.2,128579,Varies with device,"5,000,000+",Free,6-May-18
VIP Backgammon Free : Play Backgammon Online,GAME,4.1,389,Varies with device,"10,000+",Free,3-Jul-18
Out of Bounds BH Demo,GAME,,3,14M,10+,Free,19-Nov-15
Bi-Tank Ads Free,GAME,,0,Varies with device,1+,Paid,31-Jul-17
Bi-Tank,GAME,4.6,12,18M,50+,Free,31-Jul-17
Bike Rivals,GAME,4.2,212067,48M,"10,000,000+",Free,15-Jul-15
Bingo Party - Free Bingo Games,GAME,4.7,155694,92M,"1,000,000+",Free,13-Jul-18
BJ's Bingo & Gaming Casino,GAME,4.5,501,65M,"10,000+",Free,26-Jul-18
BJ Bridge Pro 2018,GAME,4.4,17,4.8M,500+,Paid,21-May-18
BJ Bridge Free (2018),GAME,3.9,20,4.8M,"10,000+",Free,21-May-18
BJ Bridge Acol Beginner 2018,GAME,3.7,11,4.8M,"5,000+",Free,21-May-18
BJ Bridge Standard American 2018,GAME,1,1,4.9M,"1,000+",Free,21-May-18
BJ Strategy Tester,GAME,,1,8.8M,100+,Free,19-May-15
Cards Casino:Video Poker & BJ,GAME,4.7,325,23M,"10,000+",Free,8-May-15
"Real Casino:Slot,Keno,BJ,Poker",GAME,4.1,341,26M,"50,000+",Free,12-Aug-16
Basic Strategy Training BJ 21,GAME,,0,23M,500+,Free,7-Mar-16
BJ card game blackjack,GAME,,3,21M,500+,Free,2-Dec-16
BLACKJACK!,GAME,4.4,524467,33M,"10,000,000+",Free,7-Jul-16
Blackjack Verite Drills,GAME,4.6,17,4.7M,100+,Paid,9-Jul-17
Blackjack,GAME,4.3,52199,Varies with device,"1,000,000+",Free,18-May-17
BlackJack -21 Casino Card Game,GAME,4.7,2066,25M,"100,000+",Free,14-Mar-18
BlackJack 21 Pro,GAME,4.5,26744,51M,"500,000+",Free,27-Jul-18
Ultimate BlackJack 3D FREE,GAME,4.1,1686,4.6M,"100,000+",Free,20-Apr-15
Blood Domination - BL Game,GAME,4.5,415,52M,"10,000+",Free,6-Jul-18
Heirs & Graces,GAME,4.3,125,70M,"5,000+",Free,1-Jul-16
SecondSecret ‐「恋を読む」BLノベルゲーム‐,GAME,4.4,1563,40M,"50,000+",Free,29-Jun-17
Lust in Terror Manor - The Truth Unveiled | Otome,GAME,4.1,355,53M,"10,000+",Free,10-Jul-18
MEGA MAN MOBILE,GAME,4,267,40M,"10,000+",Paid,17-Feb-17
BL!TZ - Endless,GAME,4.7,21,9.0M,100+,Free,30-Jun-17
BL-ED: From BLUE to RED,GAME,,3,2.9M,10+,Free,24-Apr-16
Teen Patti by BL Games,GAME,4.1,496,39M,"100,000+",Free,31-Jan-17
Word Hunt,GAME,4.9,59,21M,500+,Free,22-Jun-18
New York Mysteries (Full),GAME,4.5,514,5.9M,"5,000+",Paid,4-Jun-18
The Legacy (Full),GAME,4.6,144,6.3M,"1,000+",Paid,15-May-18
Skip-Bo™,GAME,4.4,33661,60M,"100,000+",Paid,3-Aug-18
Skip-Bo™ Free,GAME,3.5,46801,60M,"1,000,000+",Free,3-Aug-18
Red Ball 4,GAME,4.4,1432447,59M,"50,000,000+",Free,9-Nov-17
Skater Boy,GAME,4.3,1167143,12M,"100,000,000+",Free,20-Sep-17
Sic Bo,GAME,,1,11M,100+,Paid,27-Aug-13
Sic Bo Online! Free Casino,GAME,3.8,488,30M,"100,000+",Free,10-Jun-16
Hambo,GAME,4.4,125578,17M,"5,000,000+",Free,6-Jul-15
Sic Bo Rave,GAME,3.9,164,33M,"10,000+",Free,23-Sep-13
Thai Sic Bo,GAME,4.1,14283,4.2M,"1,000,000+",Free,1-Oct-17
Bounce Classic,GAME,4.5,38297,6.4M,"10,000,000+",Free,5-Jul-18
Bomber Friends,GAME,4.5,776730,49M,"10,000,000+",Free,26-Jul-18
Sic Bo (Tai Xiu) - Multiplayer Casino,GAME,4.2,152,16M,"10,000+",Free,8-Jul-18
Hungry Shark World,GAME,4.5,1243017,27M,"50,000,000+",Free,18-Jul-18
BQ-መጽሐፍ ቅዱሳዊ ጥያቄዎች,GAME,4.7,191,7.2M,"5,000+",Free,31-Jul-18
Carros Rebaixados BR,GAME,4.3,20691,89M,"1,000,000+",Free,31-Jul-18
Texas HoldEm Poker Deluxe (BR),GAME,4.5,1418,26M,"10,000+",Free,30-May-18
Brick Breaker BR,GAME,5,7,19M,5+,Free,23-Jul-18
Black Commando | Special Ops | FPS Shooting,GAME,4.1,1167,72M,"100,000+",Free,3-May-18
True Skateboarding Ride Skateboard Game Freestyle,GAME,3.8,8175,31M,"1,000,000+",Free,3-Jan-18
Bullshit! (Free),GAME,2.4,45,4.1M,"10,000+",Free,26-Aug-16
Bullshite!,GAME,2.8,48,13M,"10,000+",Free,10-Apr-16
Block Strike,GAME,4.5,947515,60M,"10,000,000+",Free,25-Jul-18
BombSquad Remote,GAME,4.1,13304,1.3M,"1,000,000+",Free,30-Nov-16
BS Tractor,GAME,,3,36M,100+,Free,6-Dec-17
BS Chopper,GAME,,0,41M,100+,Free,5-Oct-17
B@dL!bs Lite,GAME,3.8,10,36M,"1,000+",Free,5-Apr-16
kick the buddy,GAME,3.3,294,19M,"10,000+",Free,19-Jul-18
Bu Hangi Ünlü?,GAME,,1,19M,10+,Free,9-Jun-18
Bu Nedir ?,GAME,,0,33M,50+,Free,15-Apr-18
BU HANGİ ŞARKI ? - 2018,GAME,,4,28M,100+,Free,2-Jun-18
Bu Hangi Oyun ?,GAME,,2,26M,50+,Free,11-Mar-18
Bu Hangi Youtuber ?,GAME,,31,26M,"1,000+",Free,31-Aug-17
Nedir Bu ?,GAME,,0,33M,10+,Free,18-Mar-18
Kick the Buddy,GAME,4.3,1004709,Varies with device,"50,000,000+",Free,5-Jul-18
Bu Hangi Dizi ?,GAME,,14,19M,"1,000+",Free,4-May-18
Smashy Road: Arena,GAME,4.3,45558,53M,"5,000,000+",Free,24-May-18
BW-Go,GAME,4.8,265,1.3M,"1,000+",Paid,18-Jun-15
BW-Go Free,GAME,4.6,547,1.3M,"10,000+",Free,18-Jun-15
BW-Joseki,GAME,4.7,705,1.8M,"10,000+",Free,28-Jul-15
BW-DGS plugin,GAME,4.5,70,691k,"1,000+",Free,13-May-18
BW-GnuGo,GAME,4.1,64,1.3M,"5,000+",Free,2-Jun-13
BW Switch,GAME,,1,13M,10+,Free,16-Apr-18
C3-C4-PİCASSO-ELYSEE RACİNG,GAME,,12,48M,"1,000+",Free,12-Feb-17
Driving Cars Simulator Citroen,GAME,,3,49M,100+,Free,5-Apr-18
RC Monster Truck - Offroad Driving Simulator,GAME,4,38448,27M,"5,000,000+",Free,16-Jun-18
Super Jabber Jump,GAME,4.3,85882,23M,"10,000,000+",Free,7-Nov-17
Commando Adventure Assassin,GAME,4,51067,48M,"5,000,000+",Free,29-May-18
Roulette Advisor LITE,GAME,4.1,41,1.4M,"5,000+",Free,21-Aug-14
Mini Motor Racing WRT,GAME,4.2,107497,Varies with device,"1,000,000+",Free,2-Feb-16
BMX Boy Bike Stunt Rider Game,GAME,3.8,299,25M,"10,000+",Free,10-Nov-17
World of Warriors: Duel,GAME,4.3,25952,36M,"500,000+",Free,7-Sep-15
Driving Zone,GAME,4.2,51791,57M,"1,000,000+",Free,6-Jun-18
Color by Number – New Coloring Book,GAME,4.7,142308,24M,"5,000,000+",Free,1-Aug-18
Car Race by Fun Games For Free,GAME,4.3,54221,47M,"1,000,000+",Free,15-Jun-13
Slot Machines by IGG,GAME,4.6,267229,24M,"10,000,000+",Free,28-May-18
Bingo by IGG: Top Bingo+Slots!,GAME,4.7,183343,20M,"5,000,000+",Free,28-May-18
Voxel - 3D Color by Number & Pixel Coloring Book,GAME,4.7,62561,53M,"1,000,000+",Free,31-Jul-18
BZ Zombie VR,GAME,4.4,12,98M,"1,000+",Free,7-Feb-18
BZ Fingers,GAME,4.6,15,3.2M,50+,Free,5-Jul-17
Sniper Gun Shot 3D: Impossible Missions,GAME,4.6,20,34M,100+,Free,4-May-18
Elite Commando Shooting War,GAME,4.5,14,45M,100+,Free,29-Jun-18
Animal Hunting: Sniper Shooting,GAME,,0,48M,50+,Free,6-Jul-18
Creative Destruction,GAME,4.4,201426,80M,"5,000,000+",Free,2-Aug-18
Sonic CD Classic,GAME,4.6,26138,15M,"1,000,000+",Free,14-Feb-18
ARK: Survival Evolved,GAME,3.8,51523,36M,"500,000+",Free,2-Aug-18
PAC-MAN CE DX,GAME,4.5,1692,36M,"10,000+",Paid,23-Apr-18
Grim Tales: The Wishes CE,GAME,4.3,4923,20M,"100,000+",Free,26-Aug-15
CrossFire: Legends,GAME,4.3,144040,29M,"5,000,000+",Free,25-Jul-18
Special Forces Group 2,GAME,4.6,1432809,29M,"10,000,000+",Free,29-Jul-18
Motocross Motorbike Simulator Offroad,GAME,3.6,51366,16M,"5,000,000+",Free,14-Jun-17
Sermon on Proverbs CH Spurgeon,GAME,4.8,35,3.1M,"10,000+",Free,29-Jul-16
Chicken Invaders 3,GAME,4.2,52390,20M,"5,000,000+",Free,4-May-18
Trovami se ci riesci,GAME,5,11,6.1M,10+,Free,11-Mar-17
CJ: Strike Back,GAME,4.3,29330,6.9M,"1,000,000+",Free,17-Aug-12
The Grand Wars: San Andreas,GAME,3.9,29990,96M,"1,000,000+",Free,8-Dec-17
Grand Theft Auto: San Andreas,GAME,4.4,348962,26M,"1,000,000+",Paid,21-Mar-15
The Grand Way,GAME,3.9,1995,92M,"500,000+",Free,3-Jul-18
San Andreas City : Auto Theft Car gangster,GAME,3.9,923,67M,"100,000+",Free,17-Jul-18
Miami Crime Vice Town,GAME,4.1,154519,99M,"10,000,000+",Free,9-May-17
CJ Poker Odds Calculator,GAME,4.1,207,116k,"50,000+",Free,30-Jan-11
Gangster City Auto Theft,GAME,4.3,350,67M,"50,000+",Free,27-Jul-18
China Town Auto Theft 2,GAME,4.1,364,67M,"50,000+",Free,23-May-18
Grand Gangsters 3D,GAME,4.2,401643,Varies with device,"10,000,000+",Free,18-Jul-18
Gang Wars of San Andreas,GAME,4.1,9898,63M,"1,000,000+",Free,15-Feb-18
Sin City Hero : Crime Simulator of Vegas,GAME,4.1,3371,78M,"100,000+",Free,8-Sep-17
Zombie Death Shooter,GAME,3.8,17372,45M,"1,000,000+",Free,8-Aug-15
Project Grand Auto Town Sandbox Beta,GAME,3.7,7885,28M,"500,000+",Free,9-Feb-18
F*ck This Game,GAME,4.6,8,6.3M,100+,Paid,18-Jul-15
211:CK,GAME,5,8,38M,10+,Paid,11-Apr-18
CONTRACT KILLER: ZOMBIES (NR),GAME,4.4,206602,13M,"5,000,000+",Free,1-Jul-13
CKZ ORIGINS,GAME,4.5,219821,10M,"1,000,000+",Free,28-Oct-13
211:CK Lite,GAME,4.3,3,39M,10+,Free,22-Sep-17
CONTRACT KILLER: ZOMBIES,GAME,4.4,144545,13M,"5,000,000+",Free,1-Dec-11
Can Knockdown 3,GAME,4.1,349503,19M,"10,000,000+",Free,26-Aug-15
Sky Streaker - Gumball,GAME,4.3,37513,31M,"5,000,000+",Free,7-Dec-15
Just A Regular Arcade,GAME,4.2,40847,94M,"1,000,000+",Free,8-Jan-16
Dreamland Arcade - Steven Universe,GAME,4,6386,24M,"500,000+",Free,19-Nov-17
Adventure Time Run,GAME,4.3,24628,88M,"1,000,000+",Free,26-Jul-18
Glitch Fixers: Powerpuff Girls,GAME,4.4,39698,51M,"5,000,000+",Free,1-Dec-16
StirFry Stunts - We Bare Bears,GAME,4.5,121533,63M,"10,000,000+",Free,24-Mar-16
Angelo Rules - Crazy day,GAME,3.9,108336,62M,"1,000,000+",Free,27-Jun-16
Adventure Time Game Wizard,GAME,4.1,4107,40M,"50,000+",Paid,16-Jul-15
Best Park in the Universe,GAME,4.3,3904,5.5M,"10,000+",Paid,10-Sep-14
Multicraft Miner Exploration,GAME,4,14563,74M,"1,000,000+",Free,22-Dec-17
Alex & Co Quiz,GAME,,9,4.9M,"1,000+",Free,15-Apr-18
Them Bombs: co-op board game play with 2-4 friends,GAME,4.7,8038,52M,"100,000+",Free,12-Jul-18
Chinese Chess ( Xiangqi Free ),GAME,4.6,963,4.1M,"50,000+",Free,18-Apr-17
Chinese Chess / Co Tuong,GAME,4.2,6947,20M,"500,000+",Free,25-Oct-17
Call of Mini™ Zombies 2,GAME,4.4,248417,17M,"5,000,000+",Free,10-Feb-15
"Chinese Chess 3D Online (Xiangqi, 象棋, co tuong)",GAME,3.5,23,37M,"1,000+",Paid,27-Dec-17
2-Player Co-op Zombie Shoot,GAME,4.2,33,13M,"1,000+",Free,1-Jul-18
IV Go（get IV for Pokemon）,GAME,4.6,132282,20M,"1,000,000+",Free,31-Jul-18
CP Trivia,GAME,5,5,12M,100+,Free,6-Aug-18
CQ: Lost In Transmission,GAME,4.2,4,61M,10+,Free,13-May-18
Palavras la cq,GAME,3.9,783,3.4M,"100,000+",Free,18-Oct-14
Gunship Modern Combat 3D,GAME,4.2,3247,26M,"500,000+",Free,25-Jul-17
Sniper Killer Shooter,GAME,4,119368,19M,"10,000,000+",Free,21-Feb-17
Snowboard Racing Free Fun Game,GAME,3.8,4552,43M,"100,000+",Free,26-Oct-16
Toughest Game Ever 2,GAME,4.6,293086,Varies with device,"5,000,000+",Free,22-Oct-15
RIDE ZERO,GAME,4.6,8778,36M,"100,000+",Free,2-Jan-18
Critical Strike CS: Counter Terrorist Online FPS,GAME,4.3,22773,Varies with device,"1,000,000+",Free,3-Aug-18
Assault Line CS Online Fps Go,GAME,4.1,52163,70M,"1,000,000+",Free,13-Jul-16
Standoff 2,GAME,4.5,299046,47M,"10,000,000+",Free,12-Jul-18
Counter Online FPS Game,GAME,4.2,41089,42M,"5,000,000+",Free,25-Jul-18
Combat Strike CS 🔫 Counter Terrorist Attack FPS💣,GAME,4.1,1019,39M,"100,000+",Free,23-Jul-18
Ultimate Quiz for CS:GO - Skins | Cases | Players,GAME,4.5,2526,22M,"100,000+",Free,14-Feb-18
Аim Training for CS,GAME,3.6,2328,12M,"100,000+",Free,25-Oct-14
Sniper Traning for CS GO,GAME,3.2,655,14M,"50,000+",Free,18-May-16
Your rank CS:GO,GAME,4.1,4946,7.5M,"100,000+",Free,16-Jul-17
Mobile CS:GO,GAME,3.1,1015,643k,"100,000+",Free,11-Nov-15
Counter Terrorist Gun Strike CS: Special Forces,GAME,4.2,211,44M,"10,000+",Free,18-Aug-17
Shooter Sniper CS - FPS Games,GAME,3.5,14823,40M,"1,000,000+",Free,15-Feb-17
CS16Client,GAME,4.3,8668,9.1M,"500,000+",Free,1-Apr-17
Counter Attack - Multiplayer FPS,GAME,4.3,112565,32M,"1,000,000+",Free,21-Jul-18
What's Your CS:GO rank?,GAME,2.3,278,2.4M,"10,000+",Free,11-Feb-17
Map Callouts for CS:GO,GAME,4.3,211,3.6M,"50,000+",Free,26-Jan-18
Quiz CS:GO players,GAME,4.4,460,31M,"50,000+",Free,23-Jun-18
Puzzle for CS:GO,GAME,4.3,247,18M,"10,000+",Free,16-Sep-16
CT-REMOTE,GAME,3.3,19,1.6M,100+,Paid,10-Feb-15
CT-ART 4.0 (Chess Tactics 1200-2400 ELO),GAME,4.8,8191,Varies with device,"100,000+",Free,22-May-18
Moto Rider,GAME,4.2,115176,24M,"10,000,000+",Free,15-Jun-18
Shadow Fight 2,GAME,4.6,10981850,88M,"100,000,000+",Free,2-Jul-18
Crazy Wheels,GAME,4,121082,7.0M,"10,000,000+",Free,17-Jan-18
Cartoon Wars: Blade,GAME,4.4,165656,38M,"5,000,000+",Free,7-Feb-18
Racing CX,GAME,,4,20M,500+,Free,6-Jun-17
Freecell CY,GAME,4,387,1.1M,"50,000+",Free,16-Apr-11
Cytus II,GAME,4.7,16851,81M,"100,000+",Paid,3-Aug-18
Cytus,GAME,4.7,541732,20M,"5,000,000+",Free,9-Feb-18
Shadowverse CCG,GAME,4.2,47340,61M,"1,000,000+",Free,30-Jul-18
SuperBikers 2,GAME,3.9,6200,Varies with device,"500,000+",Free,6-Jul-18
Dan the Man: Action Platformer,GAME,4.8,528550,73M,"10,000,000+",Free,26-Jul-18
Geometry Dash SubZero,GAME,4.6,260527,49M,"10,000,000+",Free,21-Dec-17
Metal Soldiers 2,GAME,4.4,153649,Varies with device,"10,000,000+",Free,18-Jun-18
Quiz TRUE or FALSE,GAME,4.6,2464,34M,"50,000+",Free,13-Feb-18
Run Sausage Run!,GAME,4.4,276105,Varies with device,"10,000,000+",Free,1-Aug-18
Knife Hit,GAME,4.5,462614,60M,"10,000,000+",Free,22-May-18
The Visitor,GAME,4.1,39895,25M,"5,000,000+",Free,2-Jan-18
Just Dance Now,GAME,4.2,794058,56M,"10,000,000+",Free,12-Jun-18
DRAGON BALL LEGENDS,GAME,4.6,338742,48M,"5,000,000+",Free,3-Aug-18
DB Ultra Saiyan Battle,GAME,4.5,33,44M,"1,000+",Free,25-Jul-18
Injustice 2,GAME,4.3,504765,36M,"5,000,000+",Free,30-Jul-18
Injustice: Gods Among Us,GAME,4.4,2440877,32M,"10,000,000+",Free,14-Jun-18
Ultimate DC Challenge,GAME,4.5,937,35M,"10,000+",Free,19-Oct-17
Justice League Action Run,GAME,4.3,22333,9.7M,"1,000,000+",Free,7-Aug-18
Quiz DC,GAME,1.4,33,3.1M,"1,000+",Free,25-Dec-17
MARVEL Contest of Champions,GAME,4.3,2468915,92M,"50,000,000+",Free,30-Jul-18
MARVEL Avengers Academy,GAME,4.2,304106,Varies with device,"10,000,000+",Free,6-Aug-18
DC Universe Quiz,GAME,4.3,11,23M,500+,Free,22-May-18
Power Rangers: Legacy Wars,GAME,4.3,264755,91M,"10,000,000+",Free,17-Jul-18
WDAMAGE: Car Crash Engine,GAME,3.8,47386,96M,"1,000,000+",Free,6-Jun-18
Word Search multilingual,GAME,4.2,32849,1.5M,"1,000,000+",Free,30-Sep-15
Piano Free - Keyboard with Magic Tiles Music Games,GAME,4.5,785622,Varies with device,"50,000,000+",Free,29-Jun-18
Racing in Car 2,GAME,4.3,234589,38M,"50,000,000+",Free,22-Nov-16
Bike Racing 3D,GAME,4.2,951435,14M,"50,000,000+",Free,17-Jan-18
Truck Driver Cargo,GAME,4.1,257531,44M,"10,000,000+",Free,18-Jan-18
Checkers,GAME,4.5,375996,3.3M,"10,000,000+",Free,6-Aug-18
Scratch Logo Quiz. Challenging brain puzzle,GAME,3.3,152102,18M,"10,000,000+",Free,30-Jun-18
DF Squid,GAME,,1,14M,100+,Free,12-Dec-13
DG Mobile,GAME,4.3,59,1.4M,"1,000+",Free,8-Apr-17
Destroy Gunners Σ,GAME,4.4,10786,21M,"1,000,000+",Free,14-Jan-17
DH Texas Poker - Texas Hold'em,GAME,4.4,562345,Varies with device,"10,000,000+",Free,23-Jul-18
DEER HUNTER CLASSIC,GAME,4.4,3941129,77M,"50,000,000+",Free,16-Jul-18
DEER HUNTER RELOADED,GAME,4.3,314774,43M,"5,000,000+",Free,16-Sep-13
DH Pineapple Poker OFC,GAME,4.2,1878,20M,"100,000+",Free,9-Nov-17
Call of Mini™ Dino Hunter,GAME,4.2,326042,10M,"10,000,000+",Free,6-Jun-14
Bike Mayhem Free,GAME,4.3,331692,Varies with device,"10,000,000+",Free,27-Mar-18
Car Crash III Beam DH Real Damage Simulator 2018,GAME,3.6,151,100M,"10,000+",Free,20-May-18
DEER HUNTER CHALLENGE,GAME,3.7,38767,4.1M,"5,000,000+",Free,11-Apr-11
Defender,GAME,4.6,152395,14M,"10,000,000+",Free,22-Jul-16
Texas HoldEm Poker Deluxe,GAME,4.5,396090,26M,"10,000,000+",Free,30-May-18
Deck Heroes: Legacy,GAME,4.7,466495,52M,"10,000,000+",Free,16-Jul-18
Shred! Downhill Mountainbiking,GAME,3.9,41683,63M,"1,000,000+",Free,2-Feb-17
Archery Physics Objects Destruction Apple shooter,GAME,4.5,6026,39M,"100,000+",Free,7-Jul-18
Fancy Pants Adventures,GAME,4.7,55952,61M,"1,000,000+",Free,13-Jul-17
Lep's World 3 🍀🍀🍀,GAME,4.3,771001,52M,"50,000,000+",Free,11-Jun-18
Robbery Bob,GAME,4.5,617732,44M,"10,000,000+",Free,29-Jul-18
Nyan Cat: Lost In Space,GAME,4.5,371318,90M,"10,000,000+",Free,8-Jun-18
DK Quiz,GAME,4.4,1628,34M,"50,000+",Free,10-Apr-14
Super DK vs Kong Brother Advanced Free Classic,GAME,3.8,66,38M,"10,000+",Free,17-Jul-18
DM EVOLUTION,GAME,2.5,450,97M,"10,000+",Free,23-Jul-18
DM Adventure,GAME,,0,11M,10+,Free,18-Jun-18
Destiny Ninja Shall we date otome games love story,GAME,4.4,13079,30M,"500,000+",Free,20-Apr-18
Free Poker Games : Downtown Casino - Texas Holdem,GAME,4.5,2032,50M,"50,000+",Free,5-Jun-18
NARUTO X BORUTO NINJA VOLTAGE,GAME,4.4,267395,71M,"5,000,000+",Free,19-Jul-18
Does not Commute,GAME,4,154108,78M,"5,000,000+",Free,13-Oct-15
Kung Fu Do Fighting,GAME,4,271214,Varies with device,"10,000,000+",Free,25-Jul-18
How well do you know me?,GAME,3.9,1290,6.4M,"100,000+",Free,26-Jul-18
Dude Perfect 2,GAME,4.5,401648,70M,"10,000,000+",Free,12-Apr-17
Endless Ducker,GAME,4.5,8193,41M,"500,000+",Free,16-Sep-16
that's lit,GAME,4.7,1115,39M,"100,000+",Free,7-Jul-17
Dash Quest Heroes,GAME,4.3,8432,59M,"500,000+",Free,16-Jul-18
Jungle book-The Great Escape,GAME,3.9,2362,25M,"100,000+",Free,17-Jul-13
Bunny Skater,GAME,4.2,139432,4.7M,"10,000,000+",Free,20-Nov-13
The Walking Zombie: Dead City,GAME,4.6,58575,96M,"1,000,000+",Free,21-Feb-18
Dr. Parking 4,GAME,4.4,475369,13M,"50,000,000+",Free,6-Mar-18
Dr. Driving 2,GAME,4.6,358633,19M,"10,000,000+",Free,3-May-18
Dr. Parker : Parking Simulator,GAME,4.5,14253,81M,"1,000,000+",Free,18-Jan-18
Dr. Parker : Real car parking simulation,GAME,4.6,15829,95M,"1,000,000+",Free,24-Jul-18
Dr. Rocket,GAME,4,42182,3.4M,"1,000,000+",Free,6-Jan-18
